fecha,beneficio_previsto [€],ben_medio [€],ben_std [€],ben_P10 [€],ben_P50 [€],ben_P90 [€],VaR_95 [€],pct_negativo [%],desv_media [€],desv_media [%],penalizacion_soc_media [€],energia_recortada_media [MWh],soc_final_desv_media [MWh],ben_extremo_medio [€],peor_escenario [€],CVaR_95 [€],soc_critico_medio,penalizacion_soc_ext [€],energia_recortada_ext [MWh],pujas_perdidas_media,fallos_tecnicos_media,n_sim_normal,n_sim_extremo
2025-12-14,305.9,276.97,49.93,216.54,273.54,349.27,209.5,0.0,-28.93,-9.5,22.32,0.1689,-0.1253,212.34,-28.25,-2.47,13.7,41.48,1.1998,4.6,1.9,200,40
2025-12-15,225.07,197.02,48.95,132.62,196.79,260.32,120.93,0.0,-28.05,-12.5,25.3,0.2506,-0.0683,152.27,-60.89,-51.97,11.8,42.65,0.979,4.9,1.9,200,40
2025-12-16,224.07,203.01,45.01,147.69,198.8,261.47,134.83,0.0,-21.06,-9.4,18.71,0.311,-0.0555,171.17,-46.23,-21.72,11.3,35.19,0.8609,4.7,1.8,200,40
2025-12-17,208.53,185.75,50.62,125.59,185.06,250.58,105.22,0.0,-22.79,-10.9,24.46,0.2649,-0.1276,142.63,-48.07,-22.93,9.7,46.56,0.8487,5.1,2.0,200,40
2025-12-18,326.72,300.5,52.02,239.52,292.63,375.59,228.19,0.0,-26.22,-8.0,22.43,0.1907,-0.1187,289.19,47.64,78.25,12.7,47.09,1.0975,4.7,2.0,200,40
2025-12-19,159.65,123.21,54.27,53.96,121.33,195.91,38.51,0.5,-36.44,-22.8,32.14,0.2001,-0.1048,109.83,-125.98,-124.74,9.8,52.56,0.843,5.0,1.8,200,40
2025-12-20,341.93,314.53,47.3,263.03,312.85,371.08,234.7,0.0,-27.4,-8.0,19.11,0.2559,-0.108,294.66,29.58,37.1,11.8,30.97,1.1134,4.7,2.1,200,40
2025-12-21,382.24,357.48,53.05,289.13,355.22,422.11,279.67,0.0,-24.76,-6.5,15.23,0.3001,-0.1168,346.22,141.8,148.17,14.8,26.75,1.5003,5.0,1.8,200,40
2025-12-22,383.96,353.43,51.24,293.43,346.25,424.25,274.96,0.0,-30.53,-8.0,20.11,0.2307,-0.1261,378.91,59.55,102.33,13.2,32.92,1.0132,4.8,2.0,200,40
2025-12-23,292.8,264.21,52.67,197.36,262.75,332.55,178.41,0.0,-28.58,-9.8,17.99,0.2885,-0.065,190.91,-4.99,15.46,12.0,30.88,1.0509,4.8,1.9,200,40
2025-12-24,536.86,504.9,51.87,440.84,505.41,574.69,419.67,0.0,-31.96,-6.0,9.81,0.2132,-0.1049,486.79,207.29,252.21,15.2,20.07,1.3612,4.9,2.1,200,40
2025-12-25,501.57,482.51,54.7,417.34,480.0,554.29,395.01,0.0,-19.06,-3.8,12.32,0.2298,-0.1138,471.61,214.85,254.41,13.2,18.02,1.0581,4.7,1.9,200,40
2025-12-26,244.81,220.34,51.95,156.68,216.8,290.79,139.5,0.0,-24.47,-10.0,22.71,0.2607,-0.1214,181.6,17.6,17.98,14.0,39.99,1.1212,4.9,2.0,200,40
2025-12-27,280.64,252.02,54.71,180.08,254.99,319.06,160.63,0.0,-28.62,-10.2,18.55,0.3343,-0.0641,232.66,20.65,37.54,13.5,35.87,1.1497,4.8,1.8,200,40
2025-12-28,303.98,286.3,51.11,228.02,279.9,350.89,211.71,0.0,-17.68,-5.8,17.97,0.3133,-0.0792,276.63,85.51,98.29,13.5,34.44,1.3629,4.7,1.8,200,40
2025-12-29,183.14,168.16,45.61,108.05,167.34,217.33,100.76,0.0,-14.98,-8.2,7.95,0.365,-0.0365,151.38,-66.95,-38.21,10.4,18.55,1.2859,4.7,1.8,200,40
2025-12-30,229.99,199.36,54.95,136.1,195.91,265.44,123.19,0.0,-30.62,-13.3,29.2,0.1643,-0.1899,152.25,-176.68,-161.08,10.0,50.6,0.8021,4.7,1.9,200,40
2025-12-31,215.02,189.83,54.17,126.32,186.76,256.61,105.5,0.0,-25.19,-11.7,23.76,0.2818,-0.0457,135.76,-163.59,-117.18,13.8,37.36,1.3397,4.8,2.0,200,40
