fecha,beneficio_previsto [€],ben_medio [€],ben_std [€],ben_P10 [€],ben_P50 [€],ben_P90 [€],VaR_95 [€],pct_negativo [%],desv_media [€],desv_media [%],penalizacion_soc_media [€],energia_recortada_media [MWh],soc_final_desv_media [MWh],ben_extremo_medio [€],peor_escenario [€],CVaR_95 [€],soc_critico_medio,penalizacion_soc_ext [€],energia_recortada_ext [MWh],pujas_perdidas_media,fallos_tecnicos_media,n_sim_normal,n_sim_extremo
2025-07-17,194.58,156.31,58.12,80.74,159.42,227.19,58.81,0.5,-38.27,-19.7,39.22,0.1409,-0.2643,111.77,-86.31,-72.1,8.7,63.78,0.6864,5.1,2.0,200,40
2025-07-18,224.66,192.73,54.46,124.21,188.58,261.6,102.89,0.0,-31.93,-14.2,30.64,0.1318,-0.2073,162.79,-89.56,-60.17,10.9,58.49,0.9902,4.7,2.0,200,40
2025-07-19,533.82,506.9,47.38,447.96,510.72,562.14,427.87,0.0,-26.93,-5.0,15.91,0.1589,-0.2297,510.39,233.52,255.98,9.1,28.98,0.7586,5.0,1.8,200,40
2025-07-20,610.01,591.63,55.13,529.02,589.54,659.11,513.4,0.0,-18.38,-3.0,9.91,0.1427,-0.2764,585.43,276.94,294.32,9.5,15.63,0.8779,4.7,2.1,200,40
2025-07-21,594.84,592.87,47.37,536.31,589.06,651.98,526.97,0.0,-1.97,-0.3,3.8,0.4193,-0.0474,618.55,420.61,426.57,10.4,12.53,1.4867,5.0,1.8,200,40
2025-07-22,366.8,332.42,53.98,264.73,328.82,396.56,243.97,0.0,-34.38,-9.4,26.51,0.1703,-0.222,351.22,25.44,89.78,13.6,52.97,0.9271,4.8,2.0,200,40
2025-07-23,306.61,274.89,51.27,210.14,274.26,337.5,191.85,0.0,-31.72,-10.3,28.93,0.1659,-0.2435,192.93,29.92,30.18,12.4,52.79,0.968,4.8,1.9,200,40
2025-07-24,544.06,517.42,52.96,453.8,510.31,583.98,442.21,0.0,-26.63,-4.9,15.37,0.1149,-0.2423,521.73,264.44,290.35,13.2,30.43,1.1261,4.9,2.1,200,40
2025-07-25,570.06,547.84,52.36,485.52,540.6,613.72,467.36,0.0,-22.22,-3.9,12.8,0.1592,-0.1881,524.9,301.54,321.77,10.5,25.32,0.9049,4.7,1.9,200,40
2025-07-26,582.99,560.56,57.65,494.0,555.47,639.05,476.05,0.0,-22.43,-3.8,13.36,0.1551,-0.2624,524.83,322.55,333.89,11.7,23.69,0.8966,4.9,2.0,200,40
2025-07-27,584.19,554.75,58.48,474.45,553.76,629.71,456.28,0.0,-29.44,-5.0,11.04,0.2162,-0.2426,537.43,300.87,307.75,10.8,18.37,0.8613,4.8,1.8,200,40
2025-07-28,582.06,564.07,60.3,497.69,557.17,639.31,472.81,0.0,-18.0,-3.1,12.22,0.1589,-0.2562,544.47,330.86,339.58,11.8,20.22,1.1176,4.7,1.8,200,40
2025-07-29,603.81,576.81,54.51,510.3,574.17,643.08,494.09,0.0,-26.99,-4.5,12.54,0.1408,-0.3106,560.13,317.92,323.8,11.6,20.01,1.0696,4.7,1.8,200,40
2025-07-30,571.45,552.52,59.91,480.55,546.25,631.81,465.47,0.0,-18.92,-3.3,14.88,0.1139,-0.2767,536.59,255.22,274.61,9.3,25.2,0.7575,4.7,1.9,200,40
2025-07-31,447.87,419.22,55.31,353.8,414.09,493.07,338.35,0.0,-28.65,-6.4,22.99,0.1274,-0.2443,382.42,103.1,146.29,11.8,39.74,1.1296,4.8,2.0,200,40
